payment_id,order_ref,payment_date,payment_amount,payment_method
PAY22658,ORD28724,2020-01-03,3683.0,BankTransfer
PAY25998,ORD63383,2021-05-21,3293.12,Cash
PAY77483,ORD45192,2022-06-19,3351.41,Bank Transfer
PAY00444,ORD01207,2021-04-25,2546.69,BankTransfer
PAY58428,ORD30585,2021-08-23,3648.83,Cash
PAY92702,ORD42649,2022-10-27,1723.62,CreditCard
PAY75406,ORD76954,2021-05-18,1145.3,BankTransfer
PAY38747,ORD76029,2022-01-01,1029.4,CreditCard
PAY10432,ORD82050,2021-11-01,4874.62,Bank Transfer
PAY59161,ORD71106,2020-08-25,618.02,BankTransfer
PAY55161,ORD03200,2020-07-18,4898.59,Credit Card
PAY15393,ORD79862,2022-05-20,595.53,Bank Transfer
PAY48575,ORD13329,2022-07-14,517.86,Cash
PAY35496,,2020-02-12,3279.34,Bank Transfer
PAY81754,ORD43470,2021-03-22,247.12,CreditCard
PAY29923,ORD97590,2021-08-21,3960.99,Cash
PAY78319,ORD81535,2022-08-20,3254.03,Bank Transfer
PAY29657,ORD12444,2021-07-15,4091.69,Credit Card
PAY15695,ORD96182,2020-02-22,2064.5,Bank Transfer
PAY85745,ORD21091,2020-10-07,3665.19,BankTransfer
PAY16753,ORD65003,2020-03-28,4665.1,Bank Transfer
PAY89149,ORD60163,2022-07-22,2502.56,Bank Transfer
PAY06196,ORD49613,2021-06-12,4317.84,Credit Card
PAY85179,ORD00229,2022-08-07,1625.38,CreditCard
PAY74195,ORD86432,2020-10-17,816.84,Bank Transfer
PAY77594,ORD32552,2021-08-07,3389.46,Bank Transfer
PAY75396,ORD10392,2021-07-06,374.99,Cash
PAY33604,ORD48741,2020-06-21,3963.71,Cash
PAY14909,ORD46361,2021-06-16,3703.33,Bank Transfer
PAY50395,ORD66701,2020-10-04,4334.33,CreditCard
PAY95988,ORD91270,2020-06-11,253.49,Bank Transfer
PAY70807,ORD97606,2022-05-04,1525.74,BankTransfer
PAY72070,ORD39366,2022-06-22,3956.98,Credit Card
PAY85446,ORD40135,2020-02-02,3534.48,Bank Transfer
PAY50336,ORD12303,2021-02-26,4835.63,Bank Transfer
PAY15555,ORD25286,2020-11-04,3764.87,Cash
PAY27241,ORD08314,2021-09-13,385.5,Cash
PAY31504,ORD00602,2021-09-15,2813.19,Cash
PAY18413,ORD51495,2020-12-09,1745.78,Credit Card
PAY82628,ORD16109,2022-09-29,428.08,Credit Card
PAY07245,ORD32509,2020-12-14,646.25,Cash
PAY81345,ORD98115,2021-01-18,1860.96,Bank Transfer
PAY41747,ORD22096,2021-07-14,2024.8,Cash
PAY84388,ORD31407,2020-02-29,471.91,BankTransfer
PAY63455,ORD36521,2022-08-27,354.34,Credit Card
PAY04664,ORD80928,2021-12-03,4189.03,Cash
PAY19088,ORD34311,2020-05-19,3655.21,CreditCard
PAY87784,ORD93583,2021-11-17,4055.81,Bank Transfer
PAY11913,ORD46007,2021-02-14,2807.46,BankTransfer
PAY39610,ORD75493,2022-12-01,365.49,CreditCard
PAY90468,ORD65496,2022-11-09,4351.45,Bank Transfer
PAY29296,,2020-06-03,2157.01,Cash
PAY80780,ORD72855,2020-07-26,1263.58,Bank Transfer
PAY47494,ORD96701,2020-10-15,4596.4,Bank Transfer
PAY37242,ORD00923,2020-02-28,2582.36,Bank Transfer
PAY25080,ORD14151,2021-04-04,4165.51,Cash
PAY99476,ORD06121,2020-03-31,2024.68,BankTransfer
PAY39073,ORD61829,2022-11-30,4472.48,CreditCard
PAY09671,ORD77802,2021-07-03,2079.49,Bank Transfer
PAY05193,ORD54002,2022-06-20,2513.49,CreditCard
PAY40862,ORD88835,2022-11-26,1150.04,Cash
PAY17865,ORD50759,2022-05-21,2655.94,BankTransfer
PAY98015,ORD51598,2021-03-21,4987.51,Credit Card
PAY25255,ORD60998,2022-04-16,3056.38,Credit Card
PAY16838,ORD59926,2022-09-10,3682.9,Credit Card
PAY68159,ORD25405,2020-11-05,4865.85,CreditCard
PAY52191,ORD67529,2020-10-17,1107.01,Bank Transfer
PAY54100,ORD60980,2021-08-20,1037.37,CreditCard
PAY39395,ORD32851,2020-09-20,2719.79,Credit Card
PAY69269,ORD08261,2022-02-05,3219.7,Cash
PAY78061,ORD31001,2020-04-14,2860.56,Credit Card
PAY60098,ORD75005,2022-03-04,4186.37,Credit Card
PAY86006,ORD52107,2021-09-26,982.35,CreditCard
PAY79589,ORD99194,2022-09-09,442.27,CreditCard
PAY57114,ORD33265,2020-01-24,2461.03,Cash
PAY13113,ORD98869,2021-04-06,635.29,Cash
PAY82196,ORD87973,2020-01-17,1572.39,Credit Card
PAY55700,ORD65438,2021-04-09,3596.65,CreditCard
PAY19581,ORD35386,2020-12-16,543.44,Cash
PAY71997,ORD92506,2022-06-08,523.22,CreditCard
PAY33127,ORD82283,2021-08-12,2014.24,Credit Card
PAY37190,,2021-03-22,282.28,Cash
PAY68569,ORD44282,2020-04-17,1536.35,Credit Card
PAY15494,ORD13028,2021-12-23,3832.39,BankTransfer
PAY05589,ORD54563,2021-06-22,154.77,BankTransfer
PAY75210,ORD97777,2020-07-02,611.65,Credit Card
PAY39670,ORD17164,2021-11-26,4284.14,Credit Card
PAY80484,ORD92817,2020-11-06,1790.53,CreditCard
PAY06750,,2021-11-05,1224.85,Cash
PAY81347,ORD05976,2022-08-12,4659.54,CreditCard
PAY61129,ORD13250,2021-03-11,2741.48,CreditCard
PAY44151,ORD23494,2020-07-01,2372.71,Bank Transfer
PAY71359,ORD44817,2022-06-11,1644.62,Credit Card
PAY55314,ORD04087,2022-10-10,4003.54,Credit Card
PAY25284,ORD80380,2021-05-06,4040.93,Bank Transfer
PAY04652,ORD36925,2020-09-16,864.97,CreditCard
PAY36570,ORD01336,2020-02-14,807.77,CreditCard
PAY56209,ORD04448,2020-09-18,3974.85,BankTransfer
PAY45721,ORD69426,2021-12-22,136.28,BankTransfer
PAY31794,ORD23202,2020-09-26,3511.72,Cash
PAY57477,ORD97218,2021-02-02,789.83,CreditCard
PAY18656,ORD81396,2020-11-13,2890.88,Bank Transfer
PAY06740,ORD46497,2020-01-30,370.52,BankTransfer
PAY90939,ORD12016,2022-02-06,207.66,Bank Transfer
PAY58435,ORD20847,2021-07-10,4556.83,Bank Transfer
PAY50835,,2022-01-24,1460.55,Cash
PAY24832,ORD08080,2020-06-03,3916.63,BankTransfer
PAY95921,ORD79657,2021-11-04,3031.13,CreditCard
PAY30059,ORD35927,2022-07-22,167.16,CreditCard
PAY83899,ORD59423,2020-03-11,2285.94,Credit Card
PAY44632,ORD22218,2021-05-09,941.01,CreditCard
PAY76771,ORD94434,2021-10-11,1337.42,Cash
PAY68449,ORD99948,2020-08-28,1274.65,CreditCard
PAY34992,ORD45476,2021-02-18,1096.56,Bank Transfer
PAY77125,ORD69701,2022-12-04,1157.77,Cash
PAY70382,ORD56503,2021-06-20,1003.71,Cash
PAY91874,ORD72973,2020-12-09,4363.76,Cash
PAY20508,ORD51626,2021-11-27,1049.1,Bank Transfer
PAY30739,ORD11945,2020-02-02,3570.68,Credit Card
PAY29389,ORD61534,2021-01-23,2318.29,CreditCard
PAY02038,ORD46320,2020-04-09,2393.12,Bank Transfer
PAY94279,ORD09485,2021-06-28,963.15,Bank Transfer
PAY11776,ORD85181,2022-08-16,3688.27,Credit Card
PAY66492,ORD47300,2020-07-18,1115.33,Cash
PAY46820,ORD08602,2021-01-25,633.62,Credit Card
PAY31269,ORD65818,2021-07-13,2690.24,BankTransfer
PAY42173,ORD56495,2020-08-17,235.42,Bank Transfer
PAY76319,ORD80063,2021-03-19,1592.7,BankTransfer
PAY06988,ORD52067,2020-06-18,4402.82,CreditCard
PAY14719,ORD70837,2021-03-03,389.02,Bank Transfer
PAY00298,ORD82761,2022-09-06,4528.1,Cash
PAY01767,ORD66603,2022-11-23,2969.69,CreditCard
PAY43804,ORD18006,2022-07-08,2023.65,BankTransfer
PAY99525,ORD82241,2020-08-08,2682.11,BankTransfer
PAY65941,ORD07880,2022-12-19,1275.56,CreditCard
PAY27413,ORD46495,2020-11-15,3469.0,Cash
PAY36883,ORD88735,2022-02-17,1838.15,Credit Card
PAY10826,ORD39650,2022-04-08,2759.48,Bank Transfer
PAY81468,ORD56715,2022-04-11,4970.57,CreditCard
PAY25802,ORD45011,2020-06-28,2454.7,CreditCard
PAY83505,ORD57554,2021-09-29,112.48,Cash
PAY65306,ORD03488,2020-01-17,1821.16,Cash
PAY05105,ORD35870,2021-01-18,4568.93,Cash
PAY42202,ORD49742,2022-11-24,778.98,CreditCard
PAY67592,ORD00580,2020-02-27,3719.71,Credit Card
PAY48994,ORD14911,2020-07-24,1549.59,Bank Transfer
PAY07047,ORD22218,2020-04-29,1996.91,BankTransfer
PAY52852,ORD27374,2022-07-10,4254.71,Cash
PAY18974,ORD44730,2021-06-06,4573.86,Bank Transfer
PAY96891,ORD35692,2020-08-09,2582.07,Bank Transfer
PAY78661,ORD64526,2020-11-13,1273.18,Bank Transfer
PAY15225,ORD62633,2021-05-19,2890.71,Credit Card
PAY64713,ORD77506,2020-12-15,2765.08,Credit Card
PAY46810,ORD30951,2021-10-19,3908.27,CreditCard
PAY67969,ORD15674,2020-12-30,2227.65,Bank Transfer
PAY31493,ORD93771,2020-12-10,2700.69,Credit Card
PAY49989,,2020-06-04,958.99,Cash
PAY93893,ORD58840,2022-12-18,1709.61,BankTransfer
PAY38296,ORD89294,2020-06-11,2070.26,Cash
PAY67610,,2020-03-02,2100.13,CreditCard
PAY56525,ORD27632,2021-03-25,3930.5,BankTransfer
PAY34725,ORD63440,2020-01-14,1602.35,BankTransfer
PAY21844,ORD15184,2020-06-19,614.65,Cash
PAY08933,ORD50104,2020-05-20,3632.06,Bank Transfer
PAY92429,ORD29169,2020-01-07,1494.84,Cash
PAY66471,ORD74948,2022-01-06,4078.63,BankTransfer
PAY15823,ORD87502,2021-02-19,210.25,Cash
PAY18499,ORD20301,2021-09-12,1860.43,CreditCard
PAY82185,,2020-07-01,3422.62,CreditCard
PAY77067,ORD00092,2022-06-14,4940.53,Cash
PAY73820,ORD66549,2020-09-18,2419.61,Cash
PAY42096,ORD21098,2022-02-21,183.24,Credit Card
PAY66925,ORD33601,2022-08-27,2441.96,Cash
PAY93600,ORD34690,2022-09-15,3852.76,Cash
PAY30475,ORD45619,2020-07-30,1495.59,Credit Card
PAY96952,ORD38107,2022-09-23,3133.48,Cash
PAY15948,ORD43600,2021-01-16,3081.36,Bank Transfer
PAY43727,ORD13092,2020-05-05,1883.94,Credit Card
PAY91730,ORD01716,2020-07-25,3674.01,Bank Transfer
PAY25472,ORD25270,2020-02-09,1390.39,BankTransfer
PAY45361,ORD69786,2021-03-19,2210.57,Credit Card
PAY32894,ORD74788,2020-05-11,180.97,BankTransfer
PAY08654,ORD85078,2020-04-28,360.17,Bank Transfer
PAY37782,ORD85326,2020-04-07,420.96,Credit Card
PAY66089,ORD77216,2020-01-23,901.87,CreditCard
PAY06074,ORD87627,2022-12-04,1104.33,BankTransfer
PAY01478,ORD37380,2020-08-23,4147.49,BankTransfer
PAY49150,ORD63032,2021-07-24,1655.78,Cash
PAY66133,ORD45639,2021-08-05,3601.94,Cash
PAY80992,ORD29510,2022-06-24,4636.0,CreditCard
PAY06430,ORD09744,2022-10-06,3919.94,BankTransfer
PAY32934,ORD01789,2020-07-12,3979.73,Bank Transfer
PAY81964,ORD90722,2020-08-07,3024.21,BankTransfer
PAY17000,ORD28987,2021-04-27,2260.41,CreditCard
PAY45266,,2022-04-03,4411.44,Credit Card
PAY03865,ORD93391,2020-08-09,811.58,Cash
PAY65677,ORD57439,2020-11-21,2680.39,CreditCard
PAY16620,ORD65756,2020-04-06,1019.6,CreditCard
PAY51602,ORD97704,2022-01-09,2887.75,Credit Card
PAY75427,ORD56099,2020-03-19,2341.55,Cash
PAY26687,ORD69094,2020-05-24,2536.95,Bank Transfer
PAY94557,ORD43907,2022-11-13,2449.61,Credit Card
PAY76330,ORD84287,2021-03-07,2297.46,Credit Card
PAY23036,ORD74124,2020-07-23,3428.84,Cash
PAY43342,ORD31048,2020-12-11,2434.35,Cash
PAY94696,ORD08704,2022-07-22,120.01,Credit Card
PAY35274,ORD84381,2020-02-26,201.91,CreditCard
PAY87520,ORD48741,2020-04-29,2132.72,Credit Card
PAY58981,ORD46582,2020-01-20,2467.24,Credit Card
PAY96990,ORD59626,2021-05-21,2550.54,Cash
PAY44849,ORD09602,2020-03-18,3069.66,Credit Card
PAY91350,ORD60847,2020-11-01,3199.89,Bank Transfer
PAY66736,ORD28806,2020-03-23,3474.5,Cash
PAY72644,ORD65853,2022-10-04,2167.14,Credit Card
PAY54888,ORD96406,2020-10-01,2355.39,BankTransfer
PAY01571,ORD50794,2022-09-21,2050.79,CreditCard
PAY90425,ORD08871,2021-01-25,719.49,Bank Transfer
PAY91948,ORD71307,2020-04-04,2454.11,CreditCard
PAY58564,ORD35291,2020-04-25,120.4,CreditCard
PAY60282,,2020-07-14,2649.64,Credit Card
PAY98906,ORD61651,2022-01-17,4727.63,Bank Transfer
PAY26807,ORD57796,2021-08-28,2434.61,Credit Card
PAY07137,ORD12771,2021-11-17,4054.48,Cash
PAY51180,ORD66180,2021-06-24,3215.83,CreditCard
PAY33161,ORD92592,2022-10-21,2627.9,Credit Card
PAY80199,ORD95213,2020-05-17,311.41,CreditCard
PAY79174,ORD49500,2020-11-30,2396.77,Bank Transfer
PAY39674,ORD56099,2021-08-20,2034.63,Bank Transfer
PAY09312,ORD73927,2021-02-02,4427.22,Credit Card
PAY92242,ORD26015,2021-09-22,3208.33,BankTransfer
PAY57660,ORD10555,2020-11-02,1616.51,BankTransfer
PAY76173,ORD40143,2022-09-03,3235.81,Bank Transfer
PAY24629,ORD02207,2022-08-12,2453.63,Bank Transfer
PAY01249,ORD22803,2022-03-12,4369.24,BankTransfer
PAY04654,ORD99322,2021-12-24,3407.54,Bank Transfer
PAY96051,,2022-02-03,4976.57,CreditCard
PAY07261,ORD15361,2020-05-08,4861.12,Cash
PAY22271,ORD54784,2022-06-07,126.15,BankTransfer
PAY11411,ORD25647,2021-12-19,2665.5,Cash
PAY87353,ORD43114,2020-12-19,2055.39,BankTransfer
PAY91366,ORD93103,2021-11-22,1750.15,Cash
PAY49581,ORD44309,2021-07-18,652.96,Credit Card
PAY97015,ORD55432,2021-12-19,3594.81,CreditCard
PAY79816,ORD02880,2021-07-12,230.77,Credit Card
PAY37760,ORD86079,2020-01-30,4016.97,Credit Card
PAY15906,ORD65853,2020-11-22,1701.76,BankTransfer
PAY36016,ORD52523,2020-02-26,3875.29,BankTransfer
PAY50122,ORD48796,2020-06-01,3302.95,Credit Card
PAY05399,ORD31453,2020-02-19,909.34,CreditCard
PAY95380,ORD20861,2021-02-27,1711.73,Credit Card
PAY25346,ORD16022,2020-08-19,3899.22,Cash
PAY17663,ORD22720,2020-02-09,3242.71,Cash
PAY28007,ORD08040,2021-09-22,2747.14,Credit Card
PAY70820,ORD49871,2020-03-14,866.18,Cash
PAY40470,,2020-01-11,1843.82,Cash
PAY43963,ORD01917,2020-08-31,4521.8,Bank Transfer
PAY86633,ORD15149,2022-01-07,2645.81,CreditCard
PAY33430,ORD77064,2020-11-08,2449.19,Cash
PAY97172,ORD31407,2021-07-27,3356.92,CreditCard
PAY73968,ORD86425,2020-02-24,4074.58,Bank Transfer
PAY05816,ORD52175,2022-08-14,2352.97,BankTransfer
PAY03250,ORD54737,2020-11-29,1443.75,BankTransfer
PAY70818,ORD85177,2020-07-04,2856.39,Credit Card
PAY27069,ORD86382,2021-08-11,1125.46,Bank Transfer
PAY52572,ORD68590,2020-07-28,992.52,Cash
PAY41566,ORD76510,2020-06-08,1158.01,Credit Card
PAY03652,ORD70399,2022-04-04,769.37,Credit Card
PAY58802,ORD84487,2021-02-09,2408.34,Credit Card
PAY56130,ORD39154,2021-02-20,494.73,Credit Card
PAY93430,ORD49389,2022-01-24,3601.52,CreditCard
PAY92192,ORD49802,2022-10-13,920.9,Credit Card
PAY69629,ORD69711,2022-12-05,2393.03,Cash
PAY36706,,2020-12-04,3913.89,Cash
PAY29915,ORD97060,2021-04-25,3074.67,Credit Card
PAY08470,ORD54532,2022-08-18,3540.11,CreditCard
PAY91802,ORD19181,2021-07-10,1484.48,Cash
PAY77889,ORD67282,2020-11-15,1418.7,Credit Card
PAY83380,ORD38391,2021-06-29,2381.78,Bank Transfer
PAY29605,ORD53227,2022-11-13,2879.36,CreditCard
PAY73716,ORD04688,2020-04-18,316.03,Cash
PAY33414,ORD98458,2020-08-31,4141.31,Bank Transfer
PAY90179,,2020-02-23,595.35,Bank Transfer
PAY65218,ORD84874,2021-10-21,4199.13,Bank Transfer
PAY09116,ORD01254,2020-01-29,3768.44,BankTransfer
PAY63644,ORD75570,2022-02-03,4713.52,BankTransfer
PAY04814,ORD04611,2021-12-12,2734.01,CreditCard
PAY06867,ORD42365,2020-07-22,4240.72,BankTransfer
PAY31548,ORD35285,2020-05-14,489.66,BankTransfer
PAY21773,ORD62705,2020-04-25,481.55,CreditCard
PAY90848,ORD54860,2021-03-29,1048.72,CreditCard
PAY11078,ORD80319,2022-03-05,2605.36,Credit Card
PAY54605,ORD90422,2022-02-03,2893.05,Cash
PAY40050,ORD55102,2020-11-29,1239.44,BankTransfer
PAY33897,ORD13675,2021-12-31,2588.86,CreditCard
PAY07428,,2022-08-05,1364.97,Credit Card
PAY44982,ORD78934,2021-09-11,2475.44,Cash
PAY56956,ORD86566,2021-02-21,4922.72,BankTransfer
PAY90193,ORD40586,2022-10-29,1120.21,BankTransfer
PAY98369,ORD61034,2021-09-04,1088.31,CreditCard
PAY83148,ORD13694,2020-04-12,3325.9,CreditCard
PAY67907,ORD86314,2020-03-13,967.59,BankTransfer
PAY45339,ORD19862,2021-10-10,3149.57,Credit Card
PAY65722,ORD50734,2020-04-04,4742.51,CreditCard
PAY65270,ORD67824,2022-11-14,1045.24,Cash
PAY13737,ORD36357,2020-01-10,2005.71,Credit Card
PAY04791,ORD39247,2022-05-12,2186.48,Credit Card
PAY76714,ORD36307,2022-09-23,1696.78,CreditCard
PAY27213,ORD72007,2021-09-01,2837.16,Credit Card
PAY73973,ORD39191,2022-02-16,1752.49,Credit Card
PAY46903,ORD96893,2020-08-26,3078.98,CreditCard
PAY38959,ORD99024,2022-05-08,2521.6,Credit Card
PAY32797,ORD88517,2022-08-21,2839.88,BankTransfer
PAY67199,ORD41784,2021-06-25,486.25,Credit Card
PAY93989,ORD30406,2020-12-16,4889.47,CreditCard
PAY98843,ORD34700,2022-11-12,2627.73,Bank Transfer
PAY46048,ORD44865,2022-09-25,2084.26,BankTransfer
PAY21898,ORD30508,2020-11-25,1461.09,Bank Transfer
PAY21216,ORD26603,2021-04-30,1185.32,BankTransfer
PAY71118,ORD96656,2022-11-06,875.95,Cash
PAY01986,ORD85122,2022-06-06,115.52,Cash
PAY26725,ORD27033,2022-11-15,2387.82,BankTransfer
PAY38320,ORD24355,2022-05-31,1124.39,Cash
PAY72827,ORD68740,2021-10-21,2628.85,CreditCard
PAY38882,ORD54960,2020-03-30,4002.78,BankTransfer
PAY52624,ORD80541,2022-04-27,4158.33,Bank Transfer
PAY37957,ORD98478,2020-12-22,3981.43,Credit Card
PAY92029,ORD80316,2021-05-21,4217.96,BankTransfer
PAY20752,ORD41100,2022-04-25,1269.31,CreditCard
PAY59029,ORD29015,2021-11-13,2332.63,BankTransfer
PAY31014,ORD69215,2021-05-24,1395.51,Bank Transfer
PAY80181,,2021-08-01,4413.21,Cash
PAY63047,ORD07342,2021-06-25,3385.8,Cash
PAY75858,ORD61534,2022-02-20,1134.27,Cash
PAY29053,ORD42339,2022-04-18,1294.34,Cash
PAY02022,ORD87687,2022-11-11,261.77,CreditCard
PAY71964,ORD35594,2021-03-20,3127.76,CreditCard
PAY13689,ORD52067,2021-04-25,3486.63,BankTransfer
PAY96905,ORD91396,2020-06-14,762.76,Cash
PAY88513,ORD59111,2021-11-24,4266.07,BankTransfer
PAY77788,ORD86178,2021-12-15,2745.5,BankTransfer
PAY45957,ORD85326,2020-05-15,4364.95,Bank Transfer
PAY80172,ORD92099,2020-11-29,3546.26,Cash
PAY28806,ORD27258,2020-08-31,1878.9,BankTransfer
PAY23009,ORD17571,2020-11-23,3533.36,Cash
PAY63917,ORD40153,2021-05-20,208.97,Bank Transfer
PAY57522,,2021-09-15,902.62,Cash
PAY94384,ORD20779,2022-03-03,1803.99,BankTransfer
PAY56451,ORD20640,2021-05-02,4641.36,CreditCard
PAY07356,,2020-09-19,105.59,BankTransfer
PAY11479,,2022-10-14,809.85,Bank Transfer
PAY89937,ORD46389,2021-02-07,1499.74,CreditCard
PAY97354,ORD15175,2022-05-20,339.6,BankTransfer
PAY15507,ORD11994,2020-04-15,3173.02,Cash
PAY88373,ORD56562,2020-06-15,3120.14,CreditCard
PAY80045,,2020-12-17,1113.35,Cash
PAY47072,ORD47947,2022-04-19,2805.27,Bank Transfer
PAY66465,ORD63391,2020-05-16,3517.27,Cash
PAY47116,ORD59213,2021-06-30,2927.06,BankTransfer
PAY38261,ORD55145,2022-06-08,4161.2,BankTransfer
PAY07634,ORD74931,2020-10-01,4396.75,Cash
PAY19159,ORD68488,2022-08-18,2043.76,Bank Transfer
PAY56326,ORD59825,2021-09-05,1272.13,Credit Card
PAY22747,ORD68397,2020-03-21,869.1,Bank Transfer
PAY43707,,2020-06-18,1128.69,Credit Card
PAY08561,ORD48410,2020-02-06,3619.56,Cash
PAY01078,,2022-01-06,2098.39,Cash
PAY93026,ORD89215,2022-06-14,2066.9,BankTransfer
PAY12725,ORD83805,2021-12-10,2331.78,Credit Card
PAY77228,ORD83213,2020-02-06,420.63,Cash
PAY17723,ORD44339,2021-10-04,3051.37,Bank Transfer
PAY82665,ORD58965,2022-06-02,2563.08,Cash
PAY53241,ORD65155,2022-10-17,1813.14,BankTransfer
PAY58324,ORD70544,2021-05-14,3702.52,Bank Transfer
PAY98464,ORD82405,2022-07-13,2310.11,Credit Card
PAY48746,ORD45782,2020-09-04,3434.8,BankTransfer
PAY27619,ORD57266,2022-05-06,2606.41,Credit Card
PAY71602,ORD25352,2022-04-11,106.14,CreditCard
PAY83844,ORD57656,2022-09-29,2086.66,BankTransfer
PAY48669,ORD31001,2021-03-14,1812.25,CreditCard
PAY92887,ORD93800,2022-02-03,455.87,Credit Card
PAY35447,ORD39357,2020-07-12,1112.0,Credit Card
PAY95328,ORD56562,2021-02-11,1275.87,CreditCard
PAY57936,ORD46687,2021-02-18,754.14,Credit Card
PAY92171,ORD69493,2021-12-11,246.9,BankTransfer
PAY41829,ORD96780,2022-02-16,4414.2,BankTransfer
PAY04579,ORD72475,2022-09-03,1336.57,BankTransfer
PAY07832,ORD47716,2020-05-20,900.11,Credit Card
PAY24414,ORD55512,2020-07-15,3332.62,Cash
PAY00642,ORD28244,2021-03-03,889.75,BankTransfer
PAY47834,ORD52262,2022-01-06,3695.05,Bank Transfer
PAY48031,ORD48387,2020-09-28,3326.1,Bank Transfer
PAY89429,,2021-01-08,2515.28,BankTransfer
PAY23494,ORD22720,2021-03-11,2272.62,Cash
PAY38886,ORD76196,2021-07-19,4679.68,Cash
PAY09006,ORD59471,2021-06-03,3864.01,Bank Transfer
PAY45606,ORD20437,2021-04-26,3990.05,Bank Transfer
PAY69516,ORD46497,2020-09-27,4619.76,Cash
PAY26304,ORD37111,2021-04-09,3151.56,Bank Transfer
PAY95852,ORD38211,2021-12-30,2135.06,BankTransfer
PAY97195,ORD51446,2021-03-19,3208.57,CreditCard
PAY72154,ORD73733,2022-01-30,993.42,Bank Transfer
PAY58068,ORD03143,2020-11-05,2299.85,BankTransfer
PAY15166,ORD32549,2021-12-10,4635.6,Cash
PAY55333,ORD03223,2022-12-14,3405.51,Credit Card
PAY88791,ORD56913,2022-09-29,3699.69,CreditCard
PAY38433,ORD05880,2021-11-03,3279.86,Cash
PAY59582,ORD43332,2021-12-12,3905.23,Cash
PAY02467,ORD85122,2020-02-18,1506.78,Credit Card
PAY13103,ORD97861,2022-05-31,2687.34,Credit Card
PAY65284,ORD33265,2021-09-04,4493.38,Credit Card
PAY40995,ORD04903,2022-02-25,319.93,Cash
PAY76549,ORD50576,2021-12-11,2208.78,BankTransfer
PAY36293,ORD53960,2022-11-22,2312.18,Credit Card
PAY91723,ORD23359,2022-05-27,595.01,BankTransfer
PAY95283,ORD55813,2022-02-20,54.02,BankTransfer
PAY02471,ORD53593,2021-08-27,2378.85,CreditCard
PAY41371,ORD65586,2020-07-30,1411.07,Cash
PAY49342,ORD24921,2021-08-08,3637.2,CreditCard
PAY21332,ORD23892,2020-04-20,2091.19,Cash
PAY32766,ORD16022,2021-12-26,476.66,Bank Transfer
PAY32990,ORD86035,2020-05-27,412.81,BankTransfer
PAY08263,,2021-05-12,1982.53,BankTransfer
PAY95677,,2020-07-23,1407.65,Credit Card
PAY87531,ORD79674,2020-09-09,4354.42,BankTransfer
PAY87309,ORD46751,2021-06-11,3100.64,Bank Transfer
PAY29791,ORD63393,2021-09-19,1148.33,Bank Transfer
PAY49851,ORD11816,2020-02-25,1155.12,BankTransfer
PAY30456,ORD74689,2021-11-12,2407.11,BankTransfer
PAY98513,ORD34176,2021-10-27,3787.11,BankTransfer
PAY51609,ORD21486,2021-08-08,3879.29,BankTransfer
PAY65281,ORD87438,2022-05-01,241.61,CreditCard
PAY94286,,2020-09-02,726.57,Cash
PAY90937,ORD69441,2020-06-01,2594.15,CreditCard
PAY32717,ORD95673,2022-05-12,4196.2,BankTransfer
PAY18020,ORD91221,2021-08-27,1026.4,Cash
PAY88176,ORD53753,2020-10-02,1895.47,Bank Transfer
PAY16479,ORD23582,2020-02-18,2311.38,Bank Transfer
PAY69990,ORD63338,2022-12-01,4669.97,CreditCard
PAY55782,ORD47421,2020-08-14,3819.33,Cash
PAY92694,ORD24868,2021-05-23,1778.5,CreditCard
PAY99573,ORD44999,2022-10-22,4131.06,Cash
PAY07752,ORD91990,2020-11-19,3117.16,Bank Transfer
PAY87827,ORD79657,2022-03-08,3149.23,Credit Card
PAY80613,ORD77352,2021-04-15,2540.42,Cash
PAY02436,ORD70399,2022-10-30,1045.58,Bank Transfer
PAY45268,ORD31420,2022-10-14,1432.63,CreditCard
PAY67004,ORD70734,2021-12-08,4569.94,BankTransfer
PAY68360,ORD12948,2020-12-15,2713.69,CreditCard
PAY26550,ORD68638,2021-08-20,1492.0,Credit Card
PAY76236,ORD90496,2022-05-29,1227.43,Cash
PAY40694,ORD37107,2020-11-13,1434.53,BankTransfer
PAY94163,ORD25661,2020-02-19,4921.14,Bank Transfer
PAY92465,ORD08300,2020-09-20,125.89,Credit Card
PAY41092,ORD95045,2022-10-21,2762.26,CreditCard
PAY84675,ORD13529,2022-05-03,3091.41,BankTransfer
PAY73393,ORD15198,2022-02-18,2714.51,Credit Card
PAY58791,ORD77149,2021-05-29,4011.77,Cash
PAY15644,ORD19388,2022-04-07,339.37,Cash
PAY98839,ORD63649,2021-02-23,379.44,Bank Transfer
PAY08819,ORD27405,2021-10-20,2311.4,Cash
PAY87768,ORD65982,2020-09-17,2857.84,Bank Transfer
PAY69697,ORD19341,2022-06-19,4281.54,Bank Transfer
PAY81783,,2021-01-14,1853.1,BankTransfer
PAY69529,ORD86774,2021-08-09,1029.68,CreditCard
PAY13446,ORD10471,2022-01-18,1938.02,CreditCard
PAY21512,ORD66296,2022-05-27,63.75,Cash
PAY91616,ORD13675,2021-06-25,2370.38,Cash
PAY32795,,2022-01-13,4835.49,Cash
PAY49546,ORD54286,2022-05-22,4550.85,Bank Transfer
PAY47952,,2022-07-19,4488.64,Bank Transfer
PAY48302,ORD65697,2021-06-20,248.53,Cash
PAY74292,ORD43827,2020-02-24,4856.76,CreditCard
